"Csf-1"	"Csf-2"	"Csf-3"	"Csf-4"	"Csf-5"
-6.97842	-3.1163	-2.55415	-0.19691	-2.55415
-8.58786	-6.1587	-2.08778	1.02548	-2.08778
-14.34444	-6.155	-1.82346	0.25889	-0.7767
-9.91518	-4.2876	-1.38465	-1.24245	-1.38465
-8.52872	-5.5909	-2.46174	0.5274	-2.46174
-3.99559	-3.5622	-4.07149	-2.54763	-4.07149
-15.9627	-5.3162	-1.44837	-1.36707	-1.44837
-11.7819	-2.5155	-0.98962	-1.46812	-0.98962
-14.58556	-5.9178	-3.09766	-1.19254	-2.06569
-11.19947	-5.0696	-0.98841	-1.58328	-0.98841
-9.52592	-3.907	-0.74641	0.57408	-0.74641
-3.92123	-2.7214	-2.65414	0.10911	-2.65414
-13.60951	-5.7649	-2.31699	-1.09305	-2.31699
-10.79537	-5.7649	-3.58321	-0.27856	-3.58321
-13.91552	-6.565	-0.57569	-0.22595	-0.57569
-6.8202	-1.1253	-0.7782	0.40568	-0.7782
-11.22735	-4.9712	-2.49037	-1.82005	-2.49037
-8.13276	-1.6648	-2.32913	-2.02307	-2.32913
-4.39356	-2.9175	-3.42998	-1.70388	-3.42998
-9.74236	-5.4558	-0.25845	-1.08886	-0.25845
-10.62692	-6.6472	-0.92171	-1.11049	-1.36267
-6.9985	-2.7619	-3.58527	-0.85335	-3.58527
-9.42868	-6.2865	-0.89821	-0.03785	-0.89821
-9.83247	-5.625	-1.4654	-0.49758	-1.75136
-14.03263	-5.9265	-0.67144	-0.0982	-0.7302
-9.88091	-5.3244	-1.00815	-0.60738	-1.58123
-3.38819	-2.7403	-0.80181	0.32778	-0.80181
-12.50557	-6.3415	-1.34891	0.81752	-3.07967
-6.72706	-5.0344	-1.00279	1.00396	-0.40042
-8.81185	-2.6235	-1.6511	0.76233	-1.66024
-11.39814	-6.0742	-3.40653	-1.73861	-3.40653
-12.26496	-6.4133	-1.81055	1.0385	-1.81055
-12.65965	-5.5793	-1.77922	-0.26935	-0.47064
-9.92868	-5.6805	-1.73485	-2.50843	-1.73485
-8.10307	-1.5896	-1.50811	-1.81773	-1.01382
-10.27672	-4.7512	-2.98216	-0.84695	-2.98216
-2.6013	-3.2128	-1.66555	1.49087	-1.66555
-10.51591	-5.9966	-1.26696	-1.92739	-1.26696
-3.70028	-0.8235	-1.07672	-1.8151	-0.70504
-7.50983	-5.3569	-1.36363	0.36132	-1.36363
-8.63175	-2.546	-2.71087	-1.9513	-3.15223
-4.09482	-2.2151	-2.26859	-1.34316	-2.26859
-7.60724	-2.7125	0.08587	-0.07721	0.08587
-2.19083	-3.5579	-3.12215	-1.38662	-3.12215
-15.09073	-6.1001	-2.1436	-2.05227	-2.1436
-2.47829	-1.5643	-1.53232	-1.01349	-1.53232
-10.14147	-6.4025	-1.42633	0.23463	-1.42633
-9.26274	-2.2819	-0.39424	-1.15166	-0.39424
-12.37895	-5.9465	0.52792	-1.44907	0.52792
-44.26568	-10.3356	-2.6726	-0.54761	-3.23429
-25.54067	-7.478	-3.18837	-2.15695	-3.18837
-23.70117	-11.1639	0.79141	-0.70477	0.50031
-11.045	-7.2862	-3.83638	-0.23572	-3.83638
-5.20648	-4.3735	-3.04697	0.16329	-3.04697
-18.98557	-6.2708	-1.20294	-2.02896	-1.20294
-27.53458	-10.7885	-0.39206	0.32477	-0.39206
-3.22472	-0.8268	-3.62689	-1.49114	-2.78824
-3.83631	-3.4755	-1.58011	1.1675	-1.64799
-9.04754	-2.4969	-2.55809	-1.87035	-2.55809
-24.06002	-7.5928	-0.26538	1.37187	-0.26538
-8.51268	-5.668	-1.72135	-0.24419	-1.72135
-17.82575	-4.2597	0.96058	-1.77067	-0.75467
-27.17528	-5.4929	-1.76328	-1.19432	-2.10377
-10.66326	-5.7003	-3.0972	-1.56823	-2.90816
-10.51644	-5.825	-0.054	-1.13314	-0.46968
-4.98691	-4.9114	-2.59123	-1.96416	-2.59123
-5.07045	-3.8064	-3.21159	-1.73988	-3.21159
-3.97549	-5.4795	-1.42531	-0.55435	-2.49308
-5.20354	-4.1131	-0.22221	-0.91581	-0.22221
-3.43413	-4.9702	-2.17913	-0.15451	-2.17913
-5.90676	-3.63	-1.05428	-1.73084	0.44341
-4.72607	-5.1155	-2.72956	-1.31761	-2.72956
-5.39617	-3.4903	-2.95375	-1.41516	-2.95375
-4.39904	-1.3406	-1.50384	-0.69615	-1.90499
-5.2966	-1.0438	-4.34489	1.26679	-4.34489
-3.93819	-4.1799	-2.96921	0.55583	-2.2815
-4.36292	-0.8056	-2.22743	-0.76484	-2.22743
-4.67773	-0.9008	-1.62137	1.25429	-0.76327
-49.39407	-11.0017	0.23197	-1.47001	0.36966
-7.23668	-3.8668	-1.05614	-0.75143	-1.05614
-17.86992	-4.9566	-3.2745	-2.82167	-3.2745
-11.4481	-4.2347	-1.89556	1.13615	-1.89556
-15.56353	-5.3713	-2.50671	-1.45842	-2.50671
-22.55406	-9.6102	-0.66676	0.9857	-1.31773
-3.20705	-1.4179	-4.3821	-1.60661	-4.3821
-13.13978	-6.2797	-1.94856	-1.72366	-1.94856
-16.31069	-7.3698	-3.85347	0.79319	-3.85347
-7.66433	-3.3723	-2.59456	0.76045	-1.63166
-8.51105	-3.9827	-3.21419	-0.78557	-3.21419
-37.80034	-8.0575	-1.93476	0.2757	-1.93476
-17.67431	-4.5571	-1.61932	-0.7278	-1.61932
-5.79344	-5.3232	-0.57981	0.06138	-0.2266
-15.32154	-2.0687	-3.69067	-1.27274	-2.83813
-28.4348	-11.343	-3.00523	-2.87538	-3.00523
-12.89241	-4.9391	-3.34499	-0.64464	-3.34499
-12.68122	-5.1083	-2.04962	-2.13633	-2.58711
-3.18456	-4.1979	-2.06272	-1.22415	-2.06272
-19.12383	-5.9624	-2.05197	0.23816	-2.04221
-12.53244	-5.2104	-1.46367	-0.96679	-1.46367
-28.64403	-11.1822	-3.23508	0.64492	-2.39972
-11.92607	-4.2583	-1.96237	-0.8483	-1.96237
-13.14486	-5.1325	-1.35527	-1.79055	-2.77581
-11.5729	-6.321	-1.72923	-0.8066	-1.72923
-20.77508	-7.9845	-0.36491	-0.33197	-0.36491
-19.58363	-9.0488	-2.38336	-0.07432	-2.38336
-5.33149	-1.7044	-2.96204	-0.12881	-3.15631
-4.03561	-1.2543	-1.82502	-1.6842	-1.82502
-6.16882	-3.0982	-3.96218	-3.32133	-3.00516
-6.2806	-1.8367	-1.49797	-2.27019	-1.8271
-21.49701	-4.4747	-2.94037	-0.163	-2.94037
-7.65759	-3.3943	-1.77069	-0.69535	-1.77069
-12.99433	-3.3702	-0.37293	-1.6299	0.09086
-15.68877	-4.4712	-1.2939	-3.37901	-2.21054
-1.75026	-2.9871	-3.45626	-1.17888	-2.01938
-13.86567	-5.5603	0.6409	-0.29789	0.6409
-12.42679	-6.03	-1.3583	-1.74051	-1.3583
-12.59522	-5.3638	-2.70969	2.09965	-0.77141
-16.00336	-5.9634	-0.53512	0.50253	-0.53512
-14.32104	-5.0045	-1.74561	-1.63407	-1.74561
-5.52691	-3.7947	-1.44798	0.15205	-1.37336
-4.45336	-4.3268	-1.99557	-0.46037	-1.99557
-6.67414	-5.1559	-1.9468	-0.5599	-1.81458
-8.12478	-5.579	-1.73775	-1.02069	-1.73775
-4.68908	-4.3181	-3.71644	-1.30993	-3.71644
-5.34284	-4.5408	-0.8328	0.22475	-1.03732
-4.63124	-4.4978	-3.12177	-2.28202	-3.12177
-4.31976	-2.798	-0.17083	-1.11344	-0.17083
-3.39129	-2.7796	-1.76962	-2.52901	-1.39161
-5.92518	-4.5827	-1.35606	1.12541	-1.35606
-7.86088	-5.6168	-1.47501	-1.38683	-1.47501
-6.31768	-4.1955	-2.23954	-2.28166	-2.23954
-3.80632	-2.1016	-1.2687	-1.52271	1.14993
-4.42757	-3.4031	-1.44283	-0.88148	-1.44283
-4.50159	-4.4883	-1.95525	-0.6832	-1.95525
-12.08268	-4.6854	-2.35195	0.15547	-2.35195
-9.34631	-3.7391	-1.2094	2.57788	0.0628
-8.69712	-4.2968	-1.42776	0.59865	-1.93229
-6.19764	-3.6137	-1.2247	1.05054	-1.2247
-6.95223	-3.5998	-0.73097	1.55901	-0.73097
-9.98969	-5.9025	-2.46198	0.48736	-2.46198
-5.24631	-2.3072	-2.65556	0.44625	-2.65556
-5.66022	-3.943	-2.17482	-0.13539	-2.17482
-5.51407	-3.7058	-2.03609	-0.44161	-2.03609
-5.3498	-2.8727	-1.63433	-1.82167	-1.36805
-7.72302	-4.4756	-3.37187	-0.66853	-3.37187
-9.09688	-4.6447	-3.21308	0.25924	-3.08932
-7.00789	-5.0806	-3.08265	-0.90341	-3.08265
-7.01009	-3.164	-3.80507	-0.37372	-3.80507
-5.91264	-3.9166	-2.2519	-1.10647	-2.2519
-13.39843	-6.9798	-0.74473	-0.86076	-0.74473
-3.76658	-0.2896	-2.55457	-1.49768	-2.55457
-3.69707	-0.1136	-3.08583	-0.27607	-1.16791
-4.51825	-1.1032	0.41688	-1.20926	0.41688
-4.84175	-2.3915	-2.99193	-1.84799	-2.99193
-3.15372	-1.6638	-2.54821	-2.58675	-2.54821
-3.15513	-2.8679	-0.98026	-0.27131	-0.98026
-6.5841	-2.7187	-0.4245	0.33719	-0.4245
-3.71728	-5.1346	-2.40399	-2.72624	-2.40399
-2.09262	-3.9742	-1.625	-1.02626	-1.70894
-7.1777	-3.241	-2.0949	1.08632	-2.0949
-21.07363	-8.1607	-3.74953	-0.5745	-3.74953
-6.51975	-4.0056	-2.06369	-1.37218	-1.848
-6.12551	-3.5885	-1.45778	-1.65676	-1.45778
-6.82223	-3.8479	-3.61558	-0.07758	-1.54288
-5.57414	-4.2132	-2.82471	0.08925	-1.62361
-8.82629	-2.7178	-1.38434	0.4793	-1.3603
-38.17962	-5.148	-1.04109	-1.19763	-1.04109
-17.16786	-3.7402	-2.22762	0.98223	-2.22762
-10.54061	-3.0079	-1.66085	0.36923	-1.01617
-5.9757	-6.0134	-2.62147	-2.01884	-2.59829
-11.24781	-4.39	-3.84086	0.72521	-1.99873
-4.25934	-4.1557	-1.12068	-1.80565	-1.12068
-4.56566	-4.1517	-3.60226	-1.1174	-3.60226
-7.7218	-4.1387	-2.27653	1.4165	-2.12673
-6.24321	-0.9116	-2.4129	0.3595	-2.4129
-3.08235	-4.6005	-2.09374	-1.87178	-2.09374
-5.16006	-2.6011	-1.48406	-0.66279	-1.48406
-9.1404	-4.0251	-2.84649	-0.91015	-2.84649
-7.73133	-4.779	-1.84789	-0.39563	-1.84789
-8.06892	-4.4001	-3.68418	-1.43878	-3.68418
-5.0923	-3.8628	-4.77829	-1.44724	-4.77829
-5.67681	-4.4778	-3.15849	-1.46953	-3.15849
-7.11439	-4.1074	-0.46742	0.53976	-0.10408
-8.36768	-5.0902	0.26531	-2.01126	0.26531
-7.45987	-4.9063	-3.46916	-0.24823	-3.46316
-9.51406	-4.6449	1.20086	-0.45323	1.20086
-7.55011	-4.4643	-1.34947	0.49334	-1.43464
-8.48821	-5.1249	-4.47063	-2.62361	-4.47063
-5.40209	-3.2993	-1.92211	-1.27112	-1.92211
-6.98112	-5.2574	-0.96445	-1.71207	-0.96445
-8.97032	-4.6873	-0.87996	-1.41923	-0.87996
-11.14069	-6.0689	0.19799	0.44885	0.19799
-11.07798	-4.4104	-1.27193	1.57935	-1.27193
-10.19864	-4.5739	-0.3586	-0.28158	-0.20653
-12.04312	-6.6016	0.00427	-0.06375	0.00427
-2.35188	-0.3588	-1.27691	-1.64316	-1.27691
-12.54952	-5.7638	-1.22889	-0.35956	-1.02488
-9.5798	-6.4273	-2.50557	-1.32928	-2.50557
-11.182	-5.6981	-2.30332	0.43339	-2.30332
-1.92954	0.2556	-0.05593	-0.50394	-1.79368
-10.10519	-5.3197	-1.36734	-0.97464	-1.39593
-11.78183	-4.3671	-2.87739	-0.77307	-2.87739
-8.378	-4.5297	-3.73821	-1.41916	-3.51898
-2.52961	-0.8227	-2.27384	-0.6035	-2.27384
-10.43291	-5.1969	-1.50711	0.73764	-1.50711
-10.56337	-3.8676	-1.10677	0.21802	-1.10677
-12.88126	-4.4966	-3.4027	0.40677	-3.4027
-8.53339	-2.9821	-3.31878	-1.89773	-3.31878
-7.7123	-4.5279	-2.14061	0.27393	-2.14061
-9.3166	-5.4368	-2.43046	-0.07984	-2.43046
-9.03784	-3.6662	-0.4463	0.30488	0.05869
-8.44003	-4.2156	-3.55338	-1.05975	-3.3765
-9.21728	-5.871	-0.32505	-0.96097	-0.32505
-7.09789	-4.7373	-1.81908	-1.78685	-1.81908
-9.66621	-4.2511	-0.34601	0.00134	-0.34601
-6.44266	-4.8385	-1.09733	-1.24254	-1.09733
-9.95888	-4.1713	-1.50816	-0.05239	-0.02034
-7.90047	-5.5041	-1.94057	0.17358	-1.94057
-6.91594	-5.691	-4.42282	-0.56764	-4.42282
-11.25316	-5.3884	-2.91032	0.30924	-2.91032
-11.06991	-5.57	-6.08646	-1.7732	-6.08646
-11.48694	-4.5001	-3.45075	0.17818	-3.45075
-11.29078	-4.0118	-2.78068	-2.19707	-2.78068
-9.39419	-4.6753	-2.15562	-2.24831	-2.15562
-9.14507	-4.2408	-2.28995	-0.39255	-2.28995
-8.01424	-4.0579	-3.39628	-1.4529	-3.39628
-7.82528	-4.5134	-1.72136	0.61479	-1.72136
-12.94764	-4.8078	-2.09241	-1.22199	-2.09241
-8.00862	-3.1328	-0.35099	-0.14654	-0.35099
-5.83581	-4.0641	-3.24934	0.80039	-3.2689
-7.82266	-4.2161	-1.05261	-1.45552	-1.05261
-8.68112	-3.2527	-0.91427	-0.8919	-0.38182
-5.58285	-2.378	-2.78504	0.55317	-0.75521
-10.20554	-4.9022	-2.85224	-0.88588	-2.85224
-5.83865	-2.8551	-1.76125	-1.57377	-1.76125
-6.7808	-5.5171	-2.79375	-2.97645	-2.79375
-6.81808	-3.9186	-1.23677	0.38368	-0.76582
-10.99691	-4.8803	-1.94281	-1.03748	-1.94281
-12.69303	-3.8425	-2.33273	-1.61819	-2.33273
-8.73245	-3.2311	-2.20811	-1.97727	-2.20811
-8.96984	-3.0209	-1.24457	-0.08848	-1.24457
-7.68054	-3.6337	-0.63903	-0.06436	-0.57276
-9.00544	-4.3058	-2.72913	0.36302	-2.72913
-8.0968	-4.0962	-3.02135	-2.20356	-3.02135
-10.49245	-4.7305	-1.17982	-1.40014	-1.17982
-15.71276	-3.7717	-2.93005	-2.20849	-3.13605
-9.68985	-3.5853	-3.20956	0.716	-3.20956
-6.80828	-3.1394	-4.85126	-0.44813	-4.85126
-8.70075	-3.8288	-0.58981	1.1975	-0.58981
-8.84811	-4.9796	-3.6146	-2.40088	-3.6146
-6.98562	-4.4339	-1.35701	1.67056	-1.56273
-8.42771	-4.0938	-1.11953	-0.79594	-1.11953
-11.02444	-4.6091	-1.12989	2.48842	-1.12989
-5.80472	-5.1661	0.23669	0.22756	0.23669
-4.83195	-4.5597	-4.12063	-0.8096	-4.21035
-5.06326	-3.9384	-0.71677	-0.69936	0.00171
-8.74696	-4.2871	-0.1568	-0.59318	-0.1568
-9.7206	-5.1468	-1.05194	-1.28283	-1.05194
-6.27587	-4.0886	-0.24983	0.70141	0.72886
-10.61564	-4.8623	-4.09998	-1.08801	-3.28922
-7.5092	-4.2642	-2.88172	-1.55928	-2.88172
-3.47117	-3.6434	-2.34022	-1.36129	-2.34022
-5.03869	-3.1196	-2.32388	0.07011	-2.32388
-3.33548	-4.7088	-3.69101	-1.21735	-3.69101
-6.57692	-3.1545	-1.98784	-0.7944	-1.98784
-5.19346	-3.3566	-3.55961	-0.40633	-3.55961
-9.28724	-3.5952	-3.05913	-1.9064	-1.74042
-11.18211	-4.3746	-2.73831	-0.20502	-2.73831
-9.78821	-3.6589	-3.97731	-1.89209	-3.97731
-14.79071	-3.9755	-2.81931	-1.8055	-2.81931
-5.4036	-4.1749	-3.22995	-1.16348	-3.63934
-7.59166	-3.0214	-3.26439	-1.89979	-3.26439
-9.81111	-4.1911	-0.98647	-0.02442	-0.98647
-4.01679	-5.3901	-2.67243	-1.44269	-2.3909
-5.29681	-3.9668	-2.08423	-0.35565	-2.08423
-5.48723	-3.0474	-3.0587	-2.76099	-3.0587
-4.39545	-3.8365	-3.10285	0.15812	-3.10285
-8.68508	-3.5214	-2.29856	1.35607	-2.29856
-7.1191	-3.4397	-2.58211	-0.2485	-2.58211
-9.98105	-3.7863	-3.38995	-0.71352	-3.38995
-9.29968	-4.0949	-1.24717	0.6225	-1.88265
-6.34628	-3.2509	0.88733	0.41871	0.88733
-12.73484	-2.6967	-0.80009	-0.60524	-0.6686
-6.16009	-3.9548	-1.15423	0.07039	-1.45029
-8.97925	-5.3416	-2.95184	0.68195	-3.12651
-3.61129	-3.813	-1.35332	-0.91315	-1.35332
-1.23924	-2.4867	-1.86628	-1.734	-1.86628
-4.71463	-1.8771	-2.83006	-2.22958	-2.83006
-5.17842	-0.7856	-2.05692	0.17689	-2.35679
-12.7343	-3.477	-2.83047	-0.40188	-2.83047
-9.20277	-7.4416	-1.27099	-1.18958	-1.27099
-12.71239	-6.7737	-2.36641	-0.56664	-2.36641
-13.48046	-5.085	-1.07298	1.0322	-1.07298
-16.19151	-7.938	0.09337	0.59478	0.09337
-7.20378	-6.1808	-1.96125	0.93883	-1.96125
-36.99062	-9.1453	-0.9566	-0.105	-0.9566
-31.10715	-8.1957	-1.08461	0.13521	-1.55027
-34.99027	-8.9952	0.29244	-0.70176	0.29244
-3.99621	-3.0968	-2.40593	-2.94116	-2.40593
-4.50668	-2.4738	-0.04552	-1.17926	-0.04552
-1.60727	-4.8143	-2.66848	-2.17376	-2.95455
-5.26768	-3.4885	-1.9906	-0.65835	-2.41828
-5.70214	-4.4339	-1.98316	-2.37819	-1.98316
-3.9779	-4.3916	-2.6188	-0.2787	-2.6188
-2.11508	-5.6676	-2.59462	-1.33723	-2.59462
-11.35703	-3.2502	-2.57851	-1.31325	-2.57851
-11.27945	-3.74	-1.10112	-1.2186	-1.10112
-9.58707	-3.2736	-3.54798	-1.57876	-3.54798
-20.84	-6.5201	-0.59494	-1.15017	-0.59494
-3.85324	-3.0485	-1.39082	-2.01963	-1.17892
-6.79645	-3.365	0.23064	0.58912	0.23064
-3.19636	-3.6449	-0.13546	-0.25877	-0.13546
-7.53443	-2.7959	-2.77786	-0.00868	-2.77786
-5.56479	-2.6555	-2.82956	0.88355	-1.92192
-3.43309	-2.779	-4.94879	-1.25797	-5.64344
-12.95544	-4.3957	-0.47724	-2.05258	-0.47724
-13.64396	-3.7311	-2.60745	-0.01882	-2.60745
-3.22614	-2.3018	-0.82927	0.24386	0.21085
-5.16836	-3.031	-2.57692	-0.46023	-2.57692
-5.56866	-5.4075	-0.14117	0.92994	-0.14117
-3.16461	-3.8721	-2.10248	1.13266	-2.10248
-5.86548	-3.1106	-2.54828	0.00092	-2.07316
-3.57115	-3.6323	-1.70036	0.33026	-1.70036
-6.0592	-4.8928	-1.97957	0.54594	-1.97957
-10.37792	-6.317	-0.96273	-0.49869	-0.37084
-9.68198	-4.0977	-3.53097	-1.30951	-3.53097
-22.33961	-7.6937	-1.06056	-2.03284	-1.06056
-21.05356	-9.7509	-1.68036	-0.82859	-1.68036
-22.64067	-11.3779	0.55381	-0.65892	0.55381
-5.74612	-4.7959	-2.07603	-0.58016	-2.07603
-7.91042	-3.2998	-2.95124	-0.75498	-2.95124
-16.59838	-9.8903	-1.08201	0.87107	-1.08201
-22.26176	-8.7805	-3.28755	-1.96485	-2.76581
-5.2107	-4.8415	-1.26691	-1.50797	-0.34661
-14.61056	-6.6934	-1.97014	-0.3437	-2.46904
-22.09921	-9.7832	-2.36004	-0.2995	-2.36004
-9.62812	-3.9595	-1.39182	-0.55101	-1.39182
-9.70669	-4.6997	-2.07762	-0.79609	-2.07762
-10.70378	-7.7501	-3.06783	0.12869	-3.06783
-18.07262	-5.8269	-2.10123	1.03286	-3.17688
-7.56473	-2.5386	-2.24882	0.31916	-2.24882
-13.15746	-8.0473	-0.97497	1.53559	-1.40013
-8.78635	-4.5327	-2.33043	-1.24441	-1.33013
-6.30843	-4.6785	-3.08133	-0.79396	-3.08133
-23.45062	-8.4542	-2.36956	0.96006	-2.36956
-20.49853	-7.2084	-3.0593	-1.55432	-3.0593
-13.77992	-6.9464	-2.87153	-0.29363	-2.87153
-22.38499	-7.1398	-3.89591	-1.8018	-3.89591
-18.27182	-6.5782	-1.61033	-0.08136	-1.61033
-21.52642	-8.3732	-4.07042	-0.45003	-4.07042
-6.77848	-3.4473	-0.55977	-1.73863	-0.44615
-8.09212	-2.9217	-3.74343	-2.51711	-3.74343
-3.60013	-1.3146	-3.20702	-0.07847	-3.20702
-3.64828	-2.2635	-1.30313	-0.38145	-1.30313
-2.41586	-2.5717	-1.85143	-0.89446	-1.85143
-16.75951	-5.6394	-1.13128	0.05284	-1.13128
-18.21441	-8.9185	-1.55194	0.17917	-1.55194
-14.88679	-7.4669	-1.76164	0.89955	-1.69436
-16.78353	-6.6095	-1.9418	0.04826	-1.9418
-13.72752	-6.7729	-2.53524	-0.26274	-2.39875
-10.48692	-5.4279	-3.58967	-0.20674	-3.58967
-10.43656	-4.7234	-2.71475	-0.56379	-3.04881
-14.23863	-7.223	-3.34411	-0.49461	-0.86871
-10.08531	-7.5519	-0.71741	-1.13133	-0.71741
-11.30798	-6.5804	-1.31493	-0.64418	-1.31493
-16.60878	-8.2677	-1.40008	0.19079	-1.28615
-8.91559	-4.32	0.58352	0.53032	0.58352
-6.34607	-5.0119	-2.19421	0.19202	-1.19067
-6.09924	-4.4385	-1.29705	-1.50541	-1.29705
-7.95571	-2.1032	-0.1638	-1.32073	-0.1638
-11.91919	-6.5122	-0.80657	0.0206	-1.69609
-24.48096	-8.1381	-1.64415	-0.66285	-1.34253
-6.08521	-4.8519	-0.43776	0.1284	0.10289
-11.1204	-7.7138	-1.78998	0.77987	-1.78998
-6.00613	-3.8	0.66331	0.51602	0.66331
-8.78995	-4.2455	-2.38436	-0.33008	-1.87944
-8.71145	-3.9471	-1.82661	-0.70918	-1.82661
-14.94346	-7.8905	-2.86583	0.20185	-3.06391
-6.36081	-4.1811	-0.01451	0.02444	-0.01451
-13.37328	-7.0799	-2.10725	-0.06709	-2.09518
-15.63962	-7.6147	-0.07356	-1.04034	-0.07356
-4.30208	-2.9665	-1.01931	0.85683	-1.01931
-7.0758	-5.608	-1.89455	-1.9955	-1.89455
-4.37161	-5.8373	-2.23972	-0.78072	-1.8478
-4.30278	-5.0336	-2.43465	-0.49477	-1.25083
-10.57145	-6.6949	-2.42543	0.47486	-2.42543
-11.67351	-6.8239	-2.20147	0.07137	-0.37423
-6.66623	-5.5283	1.03268	1.12076	1.03268
-10.85881	-5.0287	-1.01693	0.06785	-1.01693
-11.93266	-8.5292	-2.27236	-2.15533	-2.27236
-6.4689	-5.1577	-1.88183	-0.36764	-1.88183
-4.03478	-3.8762	0.15945	1.74512	0.15945
-4.07887	-5.911	-0.48467	0.12083	-0.48467
-11.8622	-7.1059	-0.19176	2.09385	-0.19176
-8.10756	-6.4653	-0.52816	-1.45202	-0.52816
-10.65593	-6.3286	-2.3252	0.27899	-2.3252
-9.517	-3.1616	0.39567	0.43604	0.39567
-13.49146	-6.3044	-0.95239	-1.12273	-0.95239
-11.99689	-5.0508	-2.85374	-0.31489	-2.85374
-19.44588	-5.994	-1.95741	0.30514	-1.95741
-12.07212	-5.5636	-2.91282	0.28252	-2.91282
-9.02558	-4.8552	-1.16494	-0.7317	-1.16494
-3.90476	-5.7158	-2.04203	1.06469	-1.09601
-5.54367	-5.2894	0.07283	-0.29282	-0.50552
-6.42108	-4.8821	-3.43714	-1.13348	-3.5547
-4.98751	-4.3824	-2.5712	-1.88461	-2.56624
-6.15811	-3.195	-1.66037	0.38152	-1.31218
-14.66073	-7.4495	-1.6952	-1.17744	-1.6952
-9.67915	-6.9544	-2.25424	-1.2847	-2.25424
-15.19284	-4.7104	-2.85212	-0.09489	-2.85212
-25.01619	-7.2469	-1.5965	-0.83291	0.06131
-8.59601	-3.4122	-0.55975	-0.98961	-0.55975
-9.1928	-4.2567	-0.34195	-1.47693	-0.83408
-28.55561	-5.6016	-0.05769	-0.86938	-0.05769
-7.60107	-3.0645	-2.12481	-0.76147	-2.12481
-8.96378	-3.2902	-2.8966	2.2524	-2.8966
-14.03156	-5.9216	-2.22243	-0.84654	-2.22243
-4.88267	-0.5262	-2.76307	-0.87908	-2.76307
-11.77467	-4.5689	-3.19028	-0.64304	-2.07449
-9.7284	-3.5031	-3.89519	-1.44233	-3.89519
-32.16445	-7.8674	-2.58861	-1.61049	-2.58861
-25.09863	-6.6306	-2.27501	-2.2664	-2.27501
-14.64756	-2.5911	-1.8579	-1.55807	-1.8579
-13.70866	-5.416	-1.7343	-0.32339	-1.7343
-7.91295	-2.2901	-2.59792	-1.57416	-0.63828
-8.63262	-2.5902	-1.76993	-1.13519	-1.10482
-19.90127	-6.9409	-2.27442	-1.83621	-0.68102
-16.38889	-6.7203	-2.29316	-2.79628	-2.29316
-3.18316	-2.3912	-2.17379	-1.77925	-2.00894
-7.26537	-3.459	-2.96706	-1.25109	-2.96706
-19.51354	-7.7718	-3.06902	-0.76293	-1.55196
-11.61232	-4.92	-1.96205	-0.42791	-1.96205
-16.44689	-6.9396	-1.98644	0.27634	-0.80964
-13.42292	-5.2554	-1.65152	-0.88423	-1.65152
-9.3503	-4.9715	0.20227	0.04372	-0.8098
0.77543	-2.0367	0.17974	-0.76529	0.17974
-2.95835	-2.9795	-0.80306	-0.16876	-0.80306
-11.55612	-2.6157	-1.75844	-1.67395	-1.75844
-7.24285	-3.5369	-1.93627	-0.25507	-1.93627
-12.338	-5.2573	-2.63528	-0.78031	-2.63528
-22.78334	-6.5777	-2.11279	-0.19265	-2.11279
-10.28752	-4.4243	-1.56376	-0.42229	-1.56376
-2.04364	-2.4477	0.58227	-2.13266	0.58227
-10.2454	-4.5609	-3.46908	-1.1787	-3.19049
-3.78836	-1.4291	-1.9917	0.9969	-1.9917
-7.36509	-5.5952	-1.62964	-0.10509	-1.62964
-7.04491	-3.8107	-0.40862	0.55897	-0.97227
-2.4145	-2.0625	-2.71017	-1.45359	-2.71017
-3.17337	-2.4143	-1.34657	-1.96208	-1.34657
-17.17257	-7.1125	-1.99837	0.89432	0.31815
-54.35585	-11.6207	-1.97169	-2.64401	-1.97169
-33.29397	-6.7863	-1.66712	0.09091	-1.83089
-14.2168	-5.8455	-1.15966	-0.47459	-1.15966
-6.83323	-5.8024	-2.9086	-0.61073	-2.78337
-2.97251	-6.1563	-2.05131	-1.55823	-1.16277
-21.79449	-8.5488	-0.16793	-0.58573	-0.16793
-5.53252	-4.3471	-1.50047	0.19706	-1.07273
-5.45991	-5.5194	-1.97513	0.70885	-1.46867
-4.05775	-3.9648	-0.43305	-1.07537	-0.43305
-4.97272	-6.0773	-2.2311	-0.47868	-2.2311
	-1.83208	-0.84542	-1.83208
	-0.30629	-1.16907	-0.30629
	-1.28113	-0.81729	-1.28113
	-3.57886	-2.84101	-3.57886
	-2.66932	-0.40823	-2.28972
	-2.79351	-1.33395	-2.79351
	-1.04776	-0.82504	-1.04776
	-1.4108	-1.16554	-0.84326
	-0.56846	0.0354	-0.56846
	-2.30168	0.68096	-2.30168
	-3.11312	0.73252	-3.11312
	-3.60959	-2.38762	-3.60959
	-0.78387	-0.02452	-0.78387
	0.33176	-0.4414	0.33176
	-2.05422	0.5108	-2.05422
	-1.77147	0.59387	-1.77147
	1.28481	0.4054	0.53118
	-3.37453	-0.26148	0.58145
	-2.65242	-1.7512	-2.65242
	-2.37936	0.28553	-2.37936
	-2.78279	-0.50607	-2.78279
	-0.35732	0.32141	-0.2371
