,predus_Recall,predus_Precsion,ispred_Precsion,ispred_Recall,dockpred_Precsion,dockpred_Recall
,ispred_Recall,ispred_Precsion,,,,
,dockpred_Recall,dockpred_Precsion,,,,
23,0.37735849056603776,0.4878048780487805,0.271523178807947,0.7735849056603774,0.3170731707317073,0.7358490566037735
24,0.3584905660377358,0.475,0.271523178807947,0.7735849056603774,0.31666666666666665,0.7169811320754716
25,0.33962264150943394,0.47368421052631576,0.272108843537415,0.7547169811320755,0.31896551724137934,0.6981132075471698
26,0.32075471698113206,0.4722222222222222,0.2727272727272727,0.7358490566037735,0.3394495412844037,0.6981132075471698
27,0.32075471698113206,0.4722222222222222,0.2714285714285714,0.7169811320754716,0.33980582524271846,0.660377358490566
28,0.32075471698113206,0.5151515151515151,0.2753623188405797,0.7169811320754716,0.3465346534653465,0.660377358490566
29,0.3018867924528302,0.5,0.2773722627737226,0.7169811320754716,0.35051546391752575,0.6415094339622641
30,0.3018867924528302,0.5333333333333333,0.27941176470588236,0.7169811320754716,0.35051546391752575,0.6415094339622641
31,0.3018867924528302,0.6153846153846154,0.2814814814814815,0.7169811320754716,0.3473684210526316,0.6226415094339622
32,0.3018867924528302,0.6153846153846154,0.2900763358778626,0.7169811320754716,0.3404255319148936,0.6037735849056604
33,0.3018867924528302,0.6666666666666666,0.296875,0.7169811320754716,0.33695652173913043,0.5849056603773585
34,0.3018867924528302,0.6666666666666666,0.304,0.7169811320754716,0.3563218390804598,0.5849056603773585
35,0.3018867924528302,0.6666666666666666,0.3064516129032258,0.7169811320754716,0.3563218390804598,0.5849056603773585
36,0.2830188679245283,0.6521739130434783,0.30578512396694213,0.6981132075471698,0.37349397590361444,0.5849056603773585
37,0.2830188679245283,0.6521739130434783,0.30833333333333335,0.6981132075471698,0.3875,0.5849056603773585
38,0.2830188679245283,0.6818181818181818,0.3135593220338983,0.6981132075471698,0.4025974025974026,0.5849056603773585
39,0.2830188679245283,0.6818181818181818,0.3162393162393162,0.6981132075471698,0.4189189189189189,0.5849056603773585
40,0.2830188679245283,0.6818181818181818,0.3217391304347826,0.6981132075471698,0.4305555555555556,0.5849056603773585
41,0.2830188679245283,0.6818181818181818,0.3274336283185841,0.6981132075471698,0.4492753623188406,0.5849056603773585
42,0.2830188679245283,0.6818181818181818,0.3333333333333333,0.6981132075471698,0.4492753623188406,0.5849056603773585
43,0.2641509433962264,0.7,0.34579439252336447,0.6981132075471698,0.47692307692307695,0.5849056603773585
44,0.24528301886792453,0.7647058823529411,0.3557692307692308,0.6981132075471698,0.47619047619047616,0.5660377358490566
45,0.24528301886792453,0.7647058823529411,0.3557692307692308,0.6981132075471698,0.48333333333333334,0.5471698113207547
46,0.22641509433962265,0.75,0.3557692307692308,0.6981132075471698,0.49122807017543857,0.5283018867924528
47,0.22641509433962265,0.75,0.3673469387755102,0.6792452830188679,0.48214285714285715,0.5094339622641509
48,0.22641509433962265,0.75,0.37894736842105264,0.6792452830188679,0.48148148148148145,0.49056603773584906
49,0.22641509433962265,0.75,0.3870967741935484,0.6792452830188679,0.49056603773584906,0.49056603773584906
50,0.20754716981132076,0.7333333333333333,0.38461538461538464,0.660377358490566,0.5,0.4716981132075472
51,0.20754716981132076,0.7333333333333333,0.38202247191011235,0.6415094339622641,0.4897959183673469,0.4528301886792453
52,0.20754716981132076,0.7333333333333333,0.38202247191011235,0.6415094339622641,0.5106382978723404,0.4528301886792453
53,0.20754716981132076,0.7333333333333333,0.4,0.6415094339622641,0.5217391304347826,0.4528301886792453
54,0.20754716981132076,0.7333333333333333,0.4146341463414634,0.6415094339622641,0.5454545454545454,0.4528301886792453
55,0.20754716981132076,0.7333333333333333,0.4074074074074074,0.6226415094339622,0.5714285714285714,0.4528301886792453
56,0.20754716981132076,0.7333333333333333,0.4125,0.6226415094339622,0.5609756097560976,0.4339622641509434
57,0.16981132075471697,0.75,0.42105263157894735,0.6037735849056604,0.5897435897435898,0.4339622641509434
58,0.16981132075471697,0.8181818181818182,0.42105263157894735,0.6037735849056604,0.5675675675675675,0.39622641509433965
59,0.16981132075471697,0.8181818181818182,0.4266666666666667,0.6037735849056604,0.5555555555555556,0.37735849056603776
60,0.16981132075471697,0.8181818181818182,0.4444444444444444,0.6037735849056604,0.5428571428571428,0.3584905660377358
61,0.16981132075471697,0.8181818181818182,0.4507042253521127,0.6037735849056604,0.5588235294117647,0.3584905660377358
62,0.16981132075471697,0.8181818181818182,0.4492753623188406,0.5849056603773585,0.6129032258064516,0.3584905660377358
63,0.1509433962264151,0.8888888888888888,0.45588235294117646,0.5849056603773585,0.6206896551724138,0.33962264150943394
64,0.0,1.0,0.4696969696969697,0.5849056603773585,0.6428571428571429,0.33962264150943394
